11
10
20 70 46 3 23 12 8 37 17 35 12
0 22 22 24 15 18 16 19 25 18 23 24 24
22 0 24 24 19 25 18 21 25 18 22 18 15
22 24 0 15 24 21 17 24 15 20 21 17 21
24 24 15 0 22 22 23 21 21 25 25 15 23
15 19 24 22 0 18 21 25 15 17 19 23 23
18 25 21 22 18 0 19 20 22 16 25 19 22
16 18 17 23 21 19 0 24 16 25 23 21 22
19 21 24 21 25 20 24 0 22 20 24 20 19
25 25 15 21 15 22 16 22 0 25 17 15 16
18 18 20 25 17 16 25 20 25 0 22 25 20
23 22 21 25 19 25 23 24 17 22 0 16 23
24 18 17 15 23 19 21 20 15 25 16 0 20
24 15 21 23 23 22 22 19 16 20 23 20 0
