17
10
64 15 5 68 54 16 32 4 8 47 56 10 66 20 40 34 59
0 22 22 16 18 23 23 21 16 22 20 24 18 16 18 22 16 25 15
22 0 23 23 15 18 21 17 23 21 16 19 24 20 24 18 21 17 25
22 23 0 24 17 17 25 17 15 20 16 24 18 22 18 19 17 18 20
16 23 24 0 22 16 16 15 22 19 15 19 25 25 23 20 16 21 19
18 15 17 22 0 23 22 21 24 18 20 17 16 25 24 17 18 16 25
23 18 17 16 23 0 25 24 20 15 22 16 18 19 25 17 18 19 15
23 21 25 16 22 25 0 22 19 15 21 22 15 25 20 25 21 23 19
21 17 17 15 21 24 22 0 23 19 20 19 24 21 17 18 15 17 17
16 23 15 22 24 20 19 23 0 17 24 18 18 18 15 19 23 18 25
22 21 20 19 18 15 15 19 17 0 15 17 16 24 22 15 25 20 21
20 16 16 15 20 22 21 20 24 15 0 23 23 19 16 23 17 21 19
24 19 24 19 17 16 22 19 18 17 23 0 17 21 23 15 24 19 18
18 24 18 25 16 18 15 24 18 16 23 17 0 20 19 19 20 25 23
16 20 22 25 25 19 25 21 18 24 19 21 20 0 16 25 25 23 16
18 24 18 23 24 25 20 17 15 22 16 23 19 16 0 24 23 18 19
22 18 19 20 17 17 25 18 19 15 23 15 19 25 24 0 16 15 25
16 21 17 16 18 18 21 15 23 25 17 24 20 25 23 16 0 15 25
25 17 18 21 16 19 23 17 18 20 21 19 25 23 18 15 15 0 16
15 25 20 19 25 15 19 17 25 21 19 18 23 16 19 25 25 16 0
