15
10
12 27 46 12 52 34 23 38 47 62 41 42 11 27 19
0 17 24 20 20 18 19 25 24 24 19 19 25 22 18 15 17
17 0 16 17 17 21 23 23 20 16 21 21 22 17 16 22 25
24 16 0 15 20 16 20 19 17 15 23 16 15 17 19 23 24
20 17 15 0 23 19 15 21 17 22 21 15 16 15 22 23 22
20 17 20 23 0 15 17 17 15 22 20 20 18 20 22 18 24
18 21 16 19 15 0 22 15 25 16 17 17 21 16 22 18 19
19 23 20 15 17 22 0 25 16 15 25 20 22 23 18 25 17
25 23 19 21 17 15 25 0 15 18 15 18 19 15 15 23 20
24 20 17 17 15 25 16 15 0 22 24 16 23 23 25 23 15
24 16 15 22 22 16 15 18 22 0 22 20 20 18 22 23 18
19 21 23 21 20 17 25 15 24 22 0 23 16 21 16 15 20
19 21 16 15 20 17 20 18 16 20 23 0 15 19 16 25 18
25 22 15 16 18 21 22 19 23 20 16 15 0 21 20 21 15
22 17 17 15 20 16 23 15 23 18 21 19 21 0 19 23 21
18 16 19 22 22 22 18 15 25 22 16 16 20 19 0 24 25
15 22 23 23 18 18 25 23 23 23 15 25 21 23 24 0 23
17 25 24 22 24 19 17 20 15 18 20 18 15 21 25 23 0
