13
10
5 59 54 33 48 54 24 57 13 28 65 37 20
0 18 20 15 20 19 24 20 16 20 21 21 16 19 15
18 0 21 20 24 21 25 20 22 22 24 19 22 20 18
20 21 0 15 23 16 25 23 23 19 21 17 15 18 20
15 20 15 0 24 22 21 18 21 19 15 16 22 23 21
20 24 23 24 0 19 15 17 20 17 15 15 20 24 18
19 21 16 22 19 0 22 20 24 21 24 18 15 20 17
24 25 25 21 15 22 0 21 17 25 24 19 23 19 18
20 20 23 18 17 20 21 0 23 18 17 15 15 25 21
16 22 23 21 20 24 17 23 0 25 18 18 25 20 17
20 22 19 19 17 21 25 18 25 0 21 21 15 21 18
21 24 21 15 15 24 24 17 18 21 0 22 19 25 17
21 19 17 16 15 18 19 15 18 21 22 0 24 24 18
16 22 15 22 20 15 23 15 25 15 19 24 0 18 17
19 20 18 23 24 20 19 25 20 21 25 24 18 0 22
15 18 20 21 18 17 18 21 17 18 17 18 17 22 0
