14
10
35 17 50 4 14 64 71 23 1 19 56 59 1 38
0 21 23 17 21 22 24 23 25 25 18 18 17 25 20 20
21 0 17 21 22 25 24 22 24 23 15 17 23 23 25 20
23 17 0 18 25 24 24 21 24 19 19 17 24 22 19 21
17 21 18 0 18 21 21 18 21 25 18 17 22 23 19 23
21 22 25 18 0 20 18 22 19 23 19 25 19 16 21 16
22 25 24 21 20 0 21 21 21 25 22 21 20 25 18 16
24 24 24 21 18 21 0 18 15 17 22 15 18 23 25 19
23 22 21 18 22 21 18 0 17 20 15 15 21 20 22 24
25 24 24 21 19 21 15 17 0 16 21 25 21 18 21 15
25 23 19 25 23 25 17 20 16 0 19 20 16 16 16 18
18 15 19 18 19 22 22 15 21 19 0 24 21 20 21 22
18 17 17 17 25 21 15 15 25 20 24 0 18 25 17 22
17 23 24 22 19 20 18 21 21 16 21 18 0 23 20 23
25 23 22 23 16 25 23 20 18 16 20 25 23 0 17 24
20 25 19 19 21 18 25 22 21 16 21 17 20 17 0 24
20 20 21 23 16 16 19 24 15 18 22 22 23 24 24 0
