15
10
14 61 12 42 70 46 15 34 55 9 72 30 38 58 16
0 17 15 18 22 22 16 22 15 24 22 24 21 19 19 19 20
17 0 19 22 18 20 19 22 22 23 19 22 15 17 17 25 22
15 19 0 22 18 23 24 17 20 21 25 19 18 21 23 19 19
18 22 22 0 15 16 18 16 18 19 22 24 25 21 20 24 24
22 18 18 15 0 23 25 17 24 16 22 17 16 22 15 19 20
22 20 23 16 23 0 19 16 21 23 15 21 18 19 19 22 19
16 19 24 18 25 19 0 18 16 19 16 18 19 17 18 15 16
22 22 17 16 17 16 18 0 19 20 24 24 17 25 17 18 20
15 22 20 18 24 21 16 19 0 15 15 18 17 16 16 19 17
24 23 21 19 16 23 19 20 15 0 21 20 21 21 20 15 18
22 19 25 22 22 15 16 24 15 21 0 15 15 22 20 16 18
24 22 19 24 17 21 18 24 18 20 15 0 23 16 16 25 23
21 15 18 25 16 18 19 17 17 21 15 23 0 24 20 22 24
19 17 21 21 22 19 17 25 16 21 22 16 24 0 16 18 23
19 17 23 20 15 19 18 17 16 20 20 16 20 16 0 20 16
19 25 19 24 19 22 15 18 19 15 16 25 22 18 20 0 15
20 22 19 24 20 19 16 20 17 18 18 23 24 23 16 15 0
