16
10
67 63 58 72 38 7 44 24 61 5 27 13 7 60 12 16
0 23 18 24 19 16 20 18 22 25 24 17 16 19 22 18 23 21
23 0 21 25 17 20 19 22 16 21 16 23 25 22 24 16 23 24
18 21 0 22 19 20 24 15 23 20 21 21 17 25 20 21 16 22
24 25 22 0 16 24 15 15 18 22 21 19 20 22 24 18 15 25
19 17 19 16 0 18 24 20 22 16 22 20 24 16 18 15 22 25
16 20 20 24 18 0 16 20 25 16 19 19 24 23 18 21 24 24
20 19 24 15 24 16 0 18 18 17 17 21 20 20 22 17 21 20
18 22 15 15 20 20 18 0 15 21 16 23 24 25 21 25 17 15
22 16 23 18 22 25 18 15 0 22 17 21 17 23 17 16 24 23
25 21 20 22 16 16 17 21 22 0 16 20 16 17 15 25 22 25
24 16 21 21 22 19 17 16 17 16 0 24 21 20 25 16 19 23
17 23 21 19 20 19 21 23 21 20 24 0 16 25 25 23 16 22
16 25 17 20 24 24 20 24 17 16 21 16 0 19 18 18 24 15
19 22 25 22 16 23 20 25 23 17 20 25 19 0 15 23 20 15
22 24 20 24 18 18 22 21 17 15 25 25 18 15 0 15 17 19
18 16 21 18 15 21 17 25 16 25 16 23 18 23 15 0 20 23
23 23 16 15 22 24 21 17 24 22 19 16 24 20 17 20 0 16
21 24 22 25 25 24 20 15 23 25 23 22 15 15 19 23 16 0
