13
10
62 50 56 60 69 66 51 19 18 50 5 40 47
0 24 22 15 20 18 17 19 23 18 24 15 24 21 25
24 0 18 17 16 21 19 15 22 21 17 19 25 24 16
22 18 0 18 24 16 16 21 15 20 20 19 24 20 15
15 17 18 0 19 21 17 22 19 24 24 18 21 19 16
20 16 24 19 0 21 19 16 21 17 25 25 25 15 23
18 21 16 21 21 0 17 18 22 25 17 16 22 25 22
17 19 16 17 19 17 0 24 19 25 25 25 16 24 23
19 15 21 22 16 18 24 0 18 18 24 18 25 23 19
23 22 15 19 21 22 19 18 0 20 20 17 25 17 23
18 21 20 24 17 25 25 18 20 0 18 16 20 18 19
24 17 20 24 25 17 25 24 20 18 0 21 22 15 24
15 19 19 18 25 16 25 18 17 16 21 0 24 19 17
24 25 24 21 25 22 16 25 25 20 22 24 0 15 18
21 24 20 19 15 25 24 23 17 18 15 19 15 0 17
25 16 15 16 23 22 23 19 23 19 24 17 18 17 0
