15
10
4 60 68 34 9 71 60 29 71 57 44 65 52 48 54
0 23 20 15 24 16 16 24 21 20 25 17 19 18 19 16 18
23 0 15 20 23 19 20 22 24 20 15 16 18 17 15 25 25
20 15 0 22 19 17 25 15 21 21 18 22 17 16 16 20 24
15 20 22 0 22 19 15 18 23 21 15 24 24 18 18 15 23
24 23 19 22 0 23 16 20 25 19 21 24 21 25 18 17 23
16 19 17 19 23 0 25 16 20 19 24 21 20 17 24 25 23
16 20 25 15 16 25 0 17 24 17 16 15 16 21 16 18 23
24 22 15 18 20 16 17 0 15 25 24 18 15 20 15 17 20
21 24 21 23 25 20 24 15 0 15 20 16 25 19 23 24 24
20 20 21 21 19 19 17 25 15 0 25 20 16 23 25 15 15
25 15 18 15 21 24 16 24 20 25 0 24 16 16 18 22 18
17 16 22 24 24 21 15 18 16 20 24 0 15 18 21 17 16
19 18 17 24 21 20 16 15 25 16 16 15 0 19 22 23 20
18 17 16 18 25 17 21 20 19 23 16 18 19 0 19 22 22
19 15 16 18 18 24 16 15 23 25 18 21 22 19 0 20 24
16 25 20 15 17 25 18 17 24 15 22 17 23 22 20 0 18
18 25 24 23 23 23 23 20 24 15 18 16 20 22 24 18 0
