12
10
1 45 25 51 6 2 55 34 59 42 37 2
0 15 16 19 18 17 18 18 17 20 19 23 17 25
15 0 23 18 17 18 19 25 21 25 25 19 22 21
16 23 0 16 25 25 23 19 16 20 20 20 25 16
19 18 16 0 25 18 23 22 18 16 15 22 23 23
18 17 25 25 0 16 23 16 16 15 17 20 20 25
17 18 25 18 16 0 25 21 17 17 16 17 15 16
18 19 23 23 23 25 0 16 20 25 25 21 18 17
18 25 19 22 16 21 16 0 24 23 24 20 20 15
17 21 16 18 16 17 20 24 0 16 25 15 15 23
20 25 20 16 15 17 25 23 16 0 22 22 20 19
19 25 20 15 17 16 25 24 25 22 0 25 23 19
23 19 20 22 20 17 21 20 15 22 25 0 25 24
17 22 25 23 20 15 18 20 15 20 23 25 0 17
25 21 16 23 25 16 17 15 23 19 19 24 17 0
