17
10
68 25 34 71 28 60 8 5 36 63 27 43 55 4 68 41 28
0 17 20 20 16 18 16 19 22 25 23 23 20 15 24 25 21 19 19
17 0 20 22 20 20 16 25 19 18 19 22 20 15 20 22 25 18 23
20 20 0 23 20 20 17 20 16 19 15 21 16 20 24 18 23 18 17
20 22 23 0 18 21 20 23 17 23 23 18 21 25 20 19 16 19 16
16 20 20 18 0 25 15 16 19 22 22 16 21 15 19 18 19 18 15
18 20 20 21 25 0 16 24 17 16 23 19 23 16 22 15 21 20 24
16 16 17 20 15 16 0 22 15 16 17 21 23 25 16 17 18 15 19
19 25 20 23 16 24 22 0 17 18 19 24 24 25 18 15 16 18 19
22 19 16 17 19 17 15 17 0 22 17 22 24 25 21 18 24 21 17
25 18 19 23 22 16 16 18 22 0 18 21 21 24 15 18 15 19 16
23 19 15 23 22 23 17 19 17 18 0 18 24 17 16 24 15 19 25
23 22 21 18 16 19 21 24 22 21 18 0 19 21 16 22 20 18 23
20 20 16 21 21 23 23 24 24 21 24 19 0 17 23 25 15 17 19
15 15 20 25 15 16 25 25 25 24 17 21 17 0 20 19 24 20 15
24 20 24 20 19 22 16 18 21 15 16 16 23 20 0 22 22 23 22
25 22 18 19 18 15 17 15 18 18 24 22 25 19 22 0 24 22 21
21 25 23 16 19 21 18 16 24 15 15 20 15 24 22 24 0 21 18
19 18 18 19 18 20 15 18 21 19 19 18 17 20 23 22 21 0 24
19 23 17 16 15 24 19 19 17 16 25 23 19 15 22 21 18 24 0
