16
10
28 58 18 23 7 15 11 7 31 4 72 63 7 24 43 40
0 21 24 17 18 17 18 17 25 25 16 17 19 15 22 22 25 16
21 0 15 23 17 22 22 25 19 22 16 25 19 24 17 25 20 19
24 15 0 16 23 25 20 25 15 18 20 20 16 19 16 18 25 24
17 23 16 0 17 22 19 19 23 19 18 16 24 22 17 25 17 20
18 17 23 17 0 22 18 25 24 17 22 23 19 23 18 23 18 16
17 22 25 22 22 0 25 17 19 20 25 23 25 18 21 18 19 21
18 22 20 19 18 25 0 16 22 20 20 19 17 24 21 20 18 20
17 25 25 19 25 17 16 0 15 15 22 20 22 22 16 15 16 20
25 19 15 23 24 19 22 15 0 21 21 23 22 24 23 21 21 18
25 22 18 19 17 20 20 15 21 0 19 19 20 19 17 20 16 24
16 16 20 18 22 25 20 22 21 19 0 25 15 19 23 15 25 21
17 25 20 16 23 23 19 20 23 19 25 0 21 25 21 19 19 22
19 19 16 24 19 25 17 22 22 20 15 21 0 21 25 20 20 15
15 24 19 22 23 18 24 22 24 19 19 25 21 0 21 15 22 22
22 17 16 17 18 21 21 16 23 17 23 21 25 21 0 16 17 18
22 25 18 25 23 18 20 15 21 20 15 19 20 15 16 0 17 23
25 20 25 17 18 19 18 16 21 16 25 19 20 22 17 17 0 25
16 19 24 20 16 21 20 20 18 24 21 22 15 22 18 23 25 0
