15
10
57 69 72 48 10 9 3 20 57 37 41 12 65 52 59
0 24 24 16 23 23 24 23 22 15 18 20 25 19 24 25 23
24 0 18 20 15 19 16 19 16 25 22 19 18 17 22 16 15
24 18 0 25 16 22 18 17 20 25 17 25 23 21 17 18 24
16 20 25 0 25 25 19 15 24 17 18 22 21 19 23 25 16
23 15 16 25 0 18 17 15 19 15 21 21 21 21 23 16 20
23 19 22 25 18 0 23 21 17 17 16 22 22 21 22 20 16
24 16 18 19 17 23 0 22 15 17 21 18 21 25 20 21 21
23 19 17 15 15 21 22 0 22 19 24 20 19 20 24 15 19
22 16 20 24 19 17 15 22 0 18 20 17 20 18 24 16 23
15 25 25 17 15 17 17 19 18 0 18 19 20 18 22 21 15
18 22 17 18 21 16 21 24 20 18 0 16 20 22 23 15 25
20 19 25 22 21 22 18 20 17 19 16 0 17 15 16 21 16
25 18 23 21 21 22 21 19 20 20 20 17 0 16 17 18 20
19 17 21 19 21 21 25 20 18 18 22 15 16 0 17 15 22
24 22 17 23 23 22 20 24 24 22 23 16 17 17 0 19 21
25 16 18 25 16 20 21 15 16 21 15 21 18 15 19 0 18
23 15 24 16 20 16 21 19 23 15 25 16 20 22 21 18 0
