13
10
2 10 14 12 43 33 11 39 6 4 25 29 66
0 25 17 19 25 25 16 20 24 17 15 21 21 16 16
25 0 17 20 22 24 22 21 18 18 20 25 25 20 20
17 17 0 21 16 25 23 22 21 16 18 24 18 15 18
19 20 21 0 16 16 18 19 19 19 19 17 24 16 15
25 22 16 16 0 19 18 18 24 18 15 15 25 24 19
25 24 25 16 19 0 19 17 25 20 24 22 17 25 19
16 22 23 18 18 19 0 23 21 17 17 21 16 17 24
20 21 22 19 18 17 23 0 21 20 18 16 24 15 23
24 18 21 19 24 25 21 21 0 18 21 17 17 16 16
17 18 16 19 18 20 17 20 18 0 19 15 25 20 25
15 20 18 19 15 24 17 18 21 19 0 21 22 23 15
21 25 24 17 15 22 21 16 17 15 21 0 25 17 16
21 25 18 24 25 17 16 24 17 25 22 25 0 22 23
16 20 15 16 24 25 17 15 16 20 23 17 22 0 20
16 20 18 15 19 19 24 23 16 25 15 16 23 20 0
