14
10
2 11 31 50 36 20 15 16 20 1 54 36 41 35
0 17 25 24 20 17 23 25 24 17 21 19 24 21 24 24
17 0 15 23 23 24 23 17 21 22 18 23 17 16 15 17
25 15 0 24 24 22 23 18 23 23 17 22 24 21 25 22
24 23 24 0 25 16 18 24 16 20 21 18 23 21 24 21
20 23 24 25 0 21 17 17 20 18 16 24 18 25 19 21
17 24 22 16 21 0 17 23 24 22 25 19 20 25 22 25
23 23 23 18 17 17 0 23 22 25 23 25 18 21 18 18
25 17 18 24 17 23 23 0 24 24 23 24 17 23 20 23
24 21 23 16 20 24 22 24 0 15 21 16 22 17 19 16
17 22 23 20 18 22 25 24 15 0 23 21 19 21 25 17
21 18 17 21 16 25 23 23 21 23 0 18 20 22 18 25
19 23 22 18 24 19 25 24 16 21 18 0 17 18 23 21
24 17 24 23 18 20 18 17 22 19 20 17 0 17 17 24
21 16 21 21 25 25 21 23 17 21 22 18 17 0 22 23
24 15 25 24 19 22 18 20 19 25 18 23 17 22 0 18
24 17 22 21 21 25 18 23 16 17 25 21 24 23 18 0
