12
10
20 65 6 34 40 32 36 42 40 35 13 55
0 25 16 22 17 24 23 19 15 21 19 15 25 15
25 0 16 17 16 22 18 23 22 15 25 16 25 18
16 16 0 25 23 25 24 16 20 21 16 21 21 18
22 17 25 0 20 17 23 21 22 16 25 22 19 23
17 16 23 20 0 15 25 22 16 17 24 17 22 18
24 22 25 17 15 0 15 22 22 24 23 17 22 18
23 18 24 23 25 15 0 17 15 25 16 16 18 23
19 23 16 21 22 22 17 0 25 18 25 23 18 25
15 22 20 22 16 22 15 25 0 22 17 25 17 21
21 15 21 16 17 24 25 18 22 0 15 23 22 21
19 25 16 25 24 23 16 25 17 15 0 21 25 18
15 16 21 22 17 17 16 23 25 23 21 0 24 23
25 25 21 19 22 22 18 18 17 22 25 24 0 25
15 18 18 23 18 18 23 25 21 21 18 23 25 0
