14
10
29 66 65 2 21 4 68 18 40 17 54 36 14 50
0 25 17 19 25 25 16 20 24 17 15 21 21 16 16 17
25 0 20 22 24 22 21 18 18 20 25 25 20 20 21 16
17 20 0 25 23 22 21 16 18 24 18 15 18 16 16 18
19 22 25 0 19 19 19 19 17 24 16 15 19 18 18 24
25 24 23 19 0 18 15 15 25 24 19 19 17 25 20 24
25 22 22 19 18 0 22 17 25 19 23 21 17 17 21 16
16 21 21 19 15 22 0 17 24 21 20 18 16 24 15 23
20 18 16 19 15 17 17 0 18 21 17 17 16 16 19 15
24 18 18 17 25 25 24 18 0 25 20 25 21 22 23 15
17 20 24 24 24 19 21 21 25 0 25 17 16 22 23 20
15 25 18 16 19 23 20 17 20 25 0 15 16 24 16 16
21 25 15 15 19 21 18 17 25 17 15 0 20 19 25 16
21 20 18 19 17 17 16 16 21 16 16 20 0 25 19 25
16 20 16 18 25 17 24 16 22 22 24 19 25 0 15 15
16 21 16 18 20 21 15 19 23 23 16 25 19 15 0 18
17 16 18 24 24 16 23 15 15 20 16 16 25 15 18 0
