17
10
60 6 1 62 38 42 12 41 49 29 69 46 70 15 2 13 16
0 21 19 15 20 23 24 16 24 18 19 15 22 19 17 15 22 20 23
21 0 24 21 25 18 17 18 21 19 21 19 19 15 16 15 25 25 21
19 24 0 15 20 21 22 16 23 23 19 16 25 22 22 15 17 16 25
15 21 15 0 15 15 25 15 23 20 21 18 21 24 23 16 21 16 19
20 25 20 15 0 24 22 21 18 17 15 20 21 19 22 21 15 22 24
23 18 21 15 24 0 24 19 19 21 15 17 18 22 25 18 18 21 25
24 17 22 25 22 24 0 16 25 20 17 25 25 16 24 25 18 20 25
16 18 16 15 21 19 16 0 23 16 17 15 20 19 18 18 24 24 20
24 21 23 23 18 19 25 23 0 17 22 25 15 18 18 18 16 20 23
18 19 23 20 17 21 20 16 17 0 17 24 20 18 18 24 15 19 16
19 21 19 21 15 15 17 17 22 17 0 24 24 23 22 20 18 15 17
15 19 16 18 20 17 25 15 25 24 24 0 23 16 19 15 22 22 15
22 19 25 21 21 18 25 20 15 20 24 23 0 19 15 22 17 20 18
19 15 22 24 19 22 16 19 18 18 23 16 19 0 25 23 15 22 22
17 16 22 23 22 25 24 18 18 18 22 19 15 25 0 21 19 20 17
15 15 15 16 21 18 25 18 18 24 20 15 22 23 21 0 16 21 21
22 25 17 21 15 18 18 24 16 15 18 22 17 15 19 16 0 21 21
20 25 16 16 22 21 20 24 20 19 15 22 20 22 20 21 21 0 18
23 21 25 19 24 25 25 20 23 16 17 15 18 22 17 21 21 18 0
