16
16
24 66 9 19 22 5 116 4 72 64 69 29 48 89 75 18
0 17 24 16 19 16 22 22 22 25 21 18 16 22 15 21 21 24
17 0 15 22 19 18 24 16 20 15 15 15 25 23 15 21 25 18
24 15 0 21 15 23 18 22 22 23 18 20 18 25 18 22 19 15
16 22 21 0 21 23 25 16 17 25 19 16 20 23 21 23 25 18
19 19 15 21 0 19 19 24 22 23 21 24 15 22 18 21 21 25
16 18 23 23 19 0 17 20 23 25 20 16 22 25 23 16 17 23
22 24 18 25 19 17 0 21 20 22 15 22 15 19 24 24 24 21
22 16 22 16 24 20 21 0 25 17 17 23 18 15 18 23 23 18
22 20 22 17 22 23 20 25 0 21 23 20 24 20 22 19 25 23
25 15 23 25 23 25 22 17 21 0 24 15 21 23 17 23 23 18
21 15 18 19 21 20 15 17 23 24 0 21 15 22 20 24 23 18
18 15 20 16 24 16 22 23 20 15 21 0 23 21 22 20 21 20
16 25 18 20 15 22 15 18 24 21 15 23 0 15 23 23 24 24
22 23 25 23 22 25 19 15 20 23 22 21 15 0 20 22 24 15
15 15 18 21 18 23 24 18 22 17 20 22 23 20 0 18 25 17
21 21 22 23 21 16 24 23 19 23 24 20 23 22 18 0 23 24
21 25 19 25 21 17 24 23 25 23 23 21 24 24 25 23 0 17
24 18 15 18 25 23 21 18 23 18 18 20 24 15 17 24 17 0
