18
18
41 48 77 34 39 49 14 4 73 17 40 65 29 84 35 31 42 24
0 18 24 23 17 20 24 22 25 24 16 24 15 22 19 23 18 18 22 23
18 0 23 22 21 25 17 18 25 17 23 21 15 25 16 17 24 15 19 15
24 23 0 19 22 24 21 21 21 24 22 17 20 16 15 17 22 18 19 25
23 22 19 0 21 25 19 21 23 21 24 20 23 24 21 24 18 20 25 15
17 21 22 21 0 19 24 25 17 20 23 24 24 16 25 18 25 24 19 19
20 25 24 25 19 0 16 16 22 25 22 16 20 16 21 17 15 19 21 21
24 17 21 19 24 16 0 16 15 24 24 15 21 24 20 23 19 23 18 15
22 18 21 21 25 16 16 0 19 15 16 16 24 23 15 18 21 19 24 19
25 25 21 23 17 22 15 19 0 17 15 20 20 20 17 21 21 22 23 21
24 17 24 21 20 25 24 15 17 0 25 24 25 23 16 24 23 19 21 25
16 23 22 24 23 22 24 16 15 25 0 18 19 21 19 23 19 23 20 15
24 21 17 20 24 16 15 16 20 24 18 0 21 24 20 15 21 24 24 25
15 15 20 23 24 20 21 24 20 25 19 21 0 17 15 25 25 20 22 20
22 25 16 24 16 16 24 23 20 23 21 24 17 0 25 20 24 19 22 15
19 16 15 21 25 21 20 15 17 16 19 20 15 25 0 24 15 25 15 20
23 17 17 24 18 17 23 18 21 24 23 15 25 20 24 0 19 25 22 19
18 24 22 18 25 15 19 21 21 23 19 21 25 24 15 19 0 24 24 20
18 15 18 20 24 19 23 19 22 19 23 24 20 19 25 25 24 0 17 20
22 19 19 25 19 21 18 24 23 21 20 24 22 22 15 22 24 17 0 17
23 15 25 15 19 21 15 19 21 25 15 25 20 15 20 19 20 20 17 0
