20
20
3 2 2 4 3 3 3 2 3 4 4 1 1 2 3 2 2 2 4 4
0 21 21 15 19 23 22 21 19 22 20 24 18 23 17 19 17 16 24 19 23 24
21 0 17 19 16 16 25 20 22 23 16 20 21 20 24 25 18 23 22 22 23 19
21 17 0 15 23 15 16 21 25 25 15 24 22 20 18 20 16 18 24 18 18 17
15 19 15 0 23 22 16 16 20 23 22 16 19 23 19 16 23 20 23 18 24 23
19 16 23 23 0 24 19 22 16 24 21 20 24 18 19 17 18 17 15 24 25 19
23 16 15 22 24 0 22 16 16 25 17 17 15 16 23 25 21 23 19 23 18 18
22 25 16 16 19 22 0 25 24 21 24 19 22 22 25 25 20 16 20 24 16 22
21 20 21 16 22 16 25 0 24 25 20 18 18 15 19 16 18 20 17 20 21 15
19 22 25 20 16 16 24 24 0 16 17 18 15 24 25 23 24 25 16 15 16 25
22 23 25 23 24 25 21 25 16 0 18 24 24 16 21 16 20 16 15 24 15 18
20 16 15 22 21 17 24 20 17 18 0 17 16 22 18 15 25 15 23 21 24 16
24 20 24 16 20 17 19 18 18 24 17 0 19 16 18 16 25 19 20 21 17 15
18 21 22 19 24 15 22 18 15 24 16 19 0 23 22 15 24 16 21 18 19 20
23 20 20 23 18 16 22 15 24 16 22 16 23 0 22 24 17 25 18 15 25 17
17 24 18 19 19 23 25 19 25 21 18 18 22 22 0 17 20 23 19 16 24 22
19 25 20 16 17 25 25 16 23 16 15 16 15 24 17 0 25 17 15 22 25 21
17 18 16 23 18 21 20 18 24 20 25 25 24 17 20 25 0 24 23 19 25 20
16 23 18 20 17 23 16 20 25 16 15 19 16 25 23 17 24 0 21 25 19 17
24 22 24 23 15 19 20 17 16 15 23 20 21 18 19 15 23 21 0 23 15 22
19 22 18 18 24 23 24 20 15 24 21 21 18 15 16 22 19 25 23 0 16 20
23 23 18 24 25 18 16 21 16 15 24 17 19 25 24 25 25 19 15 16 0 15
24 19 17 23 19 18 22 15 25 18 16 15 20 17 22 21 20 17 22 20 15 0
