13
13
3 23 45 6 19 48 44 21 2 21 19 21 10
0 18 19 16 21 22 17 16 16 15 21 23 19 15 18
18 0 23 23 20 19 17 16 19 18 15 25 19 19 18
19 23 0 17 19 19 25 20 16 24 20 25 21 23 18
16 23 17 0 17 18 22 19 16 23 19 15 19 24 19
21 20 19 17 0 23 18 21 21 24 19 21 22 17 18
22 19 19 18 23 0 19 19 15 16 15 22 25 19 23
17 17 25 22 18 19 0 23 25 22 20 17 25 18 16
16 16 20 19 21 19 23 0 21 18 25 25 22 19 17
16 19 16 16 21 15 25 21 0 20 21 24 20 25 23
15 18 24 23 24 16 22 18 20 0 18 20 16 15 18
21 15 20 19 19 15 20 25 21 18 0 19 24 24 18
23 25 25 15 21 22 17 25 24 20 19 0 16 20 17
19 19 21 19 22 25 25 22 20 16 24 16 0 19 22
15 19 23 24 17 19 18 19 25 15 24 20 19 0 15
18 18 18 19 18 23 16 17 23 18 18 17 22 15 0
