20
20
3 1 1 3 3 2 4 3 2 1 1 2 4 2 1 4 2 3 1 2
0 17 24 16 19 16 22 22 22 25 21 18 16 22 15 21 21 24 15 22 19 18
17 0 24 16 20 15 15 15 25 23 15 21 25 18 21 15 23 18 22 22 23 18
24 24 0 20 18 25 18 22 19 15 21 23 25 16 17 25 19 16 20 23 21 23
16 16 20 0 25 18 19 19 24 22 23 21 24 15 22 18 21 21 25 17 20 23
19 20 18 25 0 25 20 16 22 25 23 16 17 23 21 20 22 15 22 15 19 24
16 15 25 18 25 0 24 24 21 25 17 17 23 18 15 18 23 23 18 21 23 20
22 15 18 19 20 24 0 24 20 22 19 25 23 24 15 21 23 17 23 23 18 21
22 15 22 19 16 24 24 0 15 22 20 24 23 18 23 21 22 20 21 20 15 23
22 25 19 24 22 21 20 15 0 23 24 24 20 22 24 15 18 25 17 23 24 17
25 23 15 22 25 25 22 22 23 0 16 23 19 15 25 16 16 15 22 15 19 18
21 15 21 23 23 17 19 20 24 16 0 19 16 24 17 20 19 16 17 17 19 23
18 21 23 21 16 17 25 24 24 23 19 0 17 25 19 25 19 22 20 22 22 16
16 25 25 24 17 23 23 23 20 19 16 17 0 15 19 21 20 21 18 19 16 19
22 18 16 15 23 18 24 18 22 15 24 25 15 0 23 18 24 21 15 18 15 21
15 21 17 22 21 15 15 23 24 25 17 19 19 23 0 17 15 17 22 23 25 21
21 15 25 18 20 18 21 21 15 16 20 25 21 18 17 0 23 18 25 23 22 18
21 23 19 21 22 23 23 22 18 16 19 19 20 24 15 23 0 23 25 15 21 25
24 18 16 21 15 23 17 20 25 15 16 22 21 21 17 18 23 0 24 20 25 25
15 22 20 25 22 18 23 21 17 22 17 20 18 15 22 25 25 24 0 21 15 19
22 22 23 17 15 21 23 20 23 15 17 22 19 18 23 23 15 20 21 0 17 18
19 23 21 20 19 23 18 15 24 19 19 22 16 15 25 22 21 25 15 17 0 15
18 18 23 23 24 20 21 23 17 18 23 16 19 21 21 18 25 25 19 18 15 0
