12
12
31 3 20 46 55 40 38 38 26 42 11 11
0 17 24 16 19 16 22 22 22 25 21 18 16 22
17 0 15 21 21 24 15 22 19 18 24 16 20 15
24 15 0 15 15 25 23 15 21 25 18 21 15 23
16 21 15 0 18 22 22 23 18 20 18 25 18 22
19 21 15 18 0 19 15 21 23 25 16 17 25 19
16 24 25 22 19 0 16 20 23 21 23 25 18 19
22 15 23 22 15 16 0 19 24 22 23 21 24 15
22 22 15 23 21 20 19 0 22 18 21 21 25 17
22 19 21 18 23 23 24 22 0 20 23 25 20 16
25 18 25 20 25 21 22 18 20 0 22 25 23 16
21 24 18 18 16 23 23 21 23 22 0 17 23 21
18 16 21 25 17 25 21 21 25 25 17 0 20 22
16 20 15 18 25 18 24 25 20 23 23 20 0 15
22 15 23 22 19 19 15 17 16 16 21 22 15 0
