15
15
116 85 133 66 106 108 125 69 122 123 126 37 97 128 79
0 24 16 22 19 15 15 17 25 24 22 20 20 15 19 22 18
24 0 21 23 23 25 16 18 24 23 19 25 24 25 16 21 20
16 21 0 16 20 21 19 22 16 18 25 19 16 15 24 18 25
22 23 16 0 20 22 18 23 24 25 23 15 25 20 18 24 21
19 23 20 20 0 19 20 24 16 16 23 25 23 18 16 24 25
15 25 21 22 19 0 19 19 18 21 22 18 17 24 18 23 15
15 16 19 18 20 19 0 18 17 15 25 20 23 25 24 24 19
17 18 22 23 24 19 18 0 20 21 23 21 19 17 25 22 15
25 24 16 24 16 18 17 20 0 17 21 24 21 16 22 18 16
24 23 18 25 16 21 15 21 17 0 24 25 22 22 21 16 23
22 19 25 23 23 22 25 23 21 24 0 21 22 19 21 16 18
20 25 19 15 25 18 20 21 24 25 21 0 25 19 22 22 17
20 24 16 25 23 17 23 19 21 22 22 25 0 15 15 23 16
15 25 15 20 18 24 25 17 16 22 19 19 15 0 19 24 20
19 16 24 18 16 18 24 25 22 21 21 22 15 19 0 18 19
22 21 18 24 24 23 24 22 18 16 16 22 23 24 18 0 23
18 20 25 21 25 15 19 15 16 23 18 17 16 20 19 23 0
