15
15
48 33 17 21 24 67 1 50 76 6 32 20 5 1 45
0 15 16 16 20 17 25 19 19 24 18 24 15 24 25 17 21
15 0 25 21 23 20 23 22 23 19 15 15 20 22 20 21 21
16 25 0 23 17 23 17 18 18 15 17 20 17 17 23 23 20
16 21 23 0 23 25 23 17 22 21 23 20 24 20 20 22 17
20 23 17 23 0 21 22 25 23 18 22 19 22 23 23 20 25
17 20 23 25 21 0 22 22 20 24 23 22 22 25 18 20 17
25 23 17 23 22 22 0 24 19 22 19 19 23 23 23 23 25
19 22 18 17 25 22 24 0 24 24 21 19 18 22 23 20 25
19 23 18 22 23 20 19 24 0 24 16 20 15 18 16 15 24
24 19 15 21 18 24 22 24 24 0 25 15 19 24 18 25 16
18 15 17 23 22 23 19 21 16 25 0 23 17 19 18 18 15
24 15 20 20 19 22 19 19 20 15 23 0 21 15 15 20 20
15 20 17 24 22 22 23 18 15 19 17 21 0 17 18 25 15
24 22 17 20 23 25 23 22 18 24 19 15 17 0 16 16 16
25 20 23 20 23 18 23 23 16 18 18 15 18 16 0 15 15
17 21 23 22 20 20 23 20 15 25 18 20 25 16 15 0 15
21 21 20 17 25 17 25 25 24 16 15 20 15 16 15 15 0
