16
16
96 96 15 37 44 63 4 40 58 71 99 78 95 6 116 34
0 15 16 16 20 17 25 19 19 24 18 24 15 24 25 17 21 25
15 0 21 23 20 23 22 23 19 15 15 20 22 20 21 21 23 17
16 21 0 23 17 18 18 15 17 20 17 17 23 23 20 23 25 23
16 23 23 0 17 22 21 23 20 24 20 20 22 17 21 22 25 23
20 20 17 17 0 18 22 19 22 23 23 20 25 22 22 20 24 23
17 23 18 22 18 0 22 22 25 18 20 17 24 19 22 19 19 23
25 22 18 21 22 22 0 23 23 23 25 24 24 21 19 18 22 23
19 23 15 23 19 22 23 0 20 25 24 16 20 15 18 16 15 24
19 19 17 20 22 25 23 20 0 25 15 19 24 18 25 16 23 17
24 15 20 24 23 18 23 25 25 0 19 18 18 15 21 15 15 20
18 15 17 20 23 20 25 24 15 19 0 20 17 18 25 15 16 16
24 20 17 20 20 17 24 16 19 18 20 0 16 15 15 15 20 19
15 22 23 22 25 24 24 20 24 18 17 16 0 17 17 17 23 15
24 20 23 17 22 19 21 15 18 15 18 15 17 0 21 24 15 18
25 21 20 21 22 22 19 18 25 21 25 15 17 21 0 17 15 15
17 21 23 22 20 19 18 16 16 15 15 15 17 24 17 0 20 24
21 23 25 25 24 19 22 15 23 15 16 20 23 15 15 20 0 25
25 17 23 23 23 23 23 24 17 20 16 19 15 18 15 24 25 0
