19
19
17 6 15 24 17 28 18 1 10 3 25 27 11 8 6 16 7 7 2
0 15 16 16 20 17 25 19 19 24 18 24 15 24 25 17 21 25 21 23 20
15 0 23 22 23 19 15 15 20 22 20 21 21 23 17 23 17 18 18 15 17
16 23 0 20 17 17 23 23 20 23 25 23 17 22 21 23 20 24 20 20 22
16 22 20 0 17 21 22 25 23 18 22 19 22 23 23 20 25 22 22 20 24
20 23 17 17 0 23 22 22 25 18 20 17 24 19 22 19 19 23 23 23 23
17 19 17 21 23 0 25 24 24 21 19 18 22 23 20 25 24 16 20 15 18
25 15 23 22 22 25 0 16 15 24 25 15 19 24 18 25 16 23 17 19 18
19 15 23 25 22 24 16 0 18 15 21 15 15 20 20 17 18 25 15 16 16
19 20 20 23 25 24 15 18 0 16 15 15 15 20 19 17 17 17 23 15 21
24 22 23 18 18 21 24 15 16 0 24 15 18 17 15 15 20 24 25 16 19
18 20 25 22 20 19 25 21 15 24 0 20 22 15 19 22 23 24 15 19 21
24 21 23 19 17 18 15 15 15 15 20 0 24 17 22 18 16 25 25 20 16
15 21 17 22 24 22 19 15 15 18 22 24 0 15 22 17 23 24 21 22 23
24 23 22 23 19 23 24 20 20 17 15 17 15 0 20 17 20 19 19 24 21
25 17 21 23 22 20 18 20 19 15 19 22 22 20 0 25 15 23 17 25 15
17 23 23 20 19 25 25 17 17 15 22 18 17 17 25 0 19 15 17 17 17
21 17 20 25 19 24 16 18 17 20 23 16 23 20 15 19 0 16 22 25 18
25 18 24 22 23 16 23 25 17 24 24 25 24 19 23 15 16 0 23 15 18
21 18 20 22 23 20 17 15 23 25 15 25 21 19 17 17 22 23 0 18 22
23 15 20 20 23 15 19 16 15 16 19 20 22 24 25 17 25 15 18 0 16
20 17 22 24 23 18 18 16 21 19 21 16 23 21 15 17 18 18 22 16 0
