18
18
1 5 2 9 2 5 6 6 4 15 8 2 8 8 15 3 9 3
0 15 16 16 20 17 25 19 19 24 18 24 15 24 25 17 21 25 21 23
15 0 20 23 22 23 19 15 15 20 22 20 21 21 23 17 23 17 18 18
16 20 0 15 17 20 17 17 23 23 20 23 25 23 17 22 21 23 20 24
16 23 15 0 20 20 22 17 21 22 25 23 18 22 19 22 23 23 20 25
20 22 17 20 0 22 22 20 24 23 22 22 25 18 20 17 24 19 22 19
17 23 20 20 22 0 19 23 23 23 23 25 24 24 21 19 18 22 23 20
25 19 17 22 22 19 0 25 24 16 20 15 18 16 15 24 25 15 19 24
19 15 17 17 20 23 25 0 18 25 16 23 17 19 18 18 15 21 15 15
19 15 23 21 24 23 24 18 0 20 20 17 18 25 15 16 16 16 15 15
24 20 23 22 23 23 16 25 20 0 15 20 19 17 17 17 23 15 21 24
18 22 20 25 22 23 20 16 20 15 0 15 18 17 15 15 20 24 25 16
24 20 23 23 22 25 15 23 17 20 15 0 19 20 22 15 19 22 23 24
15 21 25 18 25 24 18 17 18 19 18 19 0 15 19 21 24 17 22 18
24 21 23 22 18 24 16 19 25 17 17 20 15 0 16 25 25 20 16 15
25 23 17 19 20 21 15 18 15 17 15 22 19 16 0 22 17 23 24 21
17 17 22 22 17 19 24 18 16 17 15 15 21 25 22 0 22 23 20 17
21 23 21 23 24 18 25 15 16 23 20 19 24 25 17 22 0 20 19 19
25 17 23 23 19 22 15 21 16 15 24 22 17 20 23 23 20 0 24 21
21 18 20 20 22 23 19 15 15 21 25 23 22 16 24 20 19 24 0 25
23 18 24 25 19 20 24 15 15 24 16 24 18 15 21 17 19 21 25 0
