15
15
61 89 65 117 108 38 15 9 127 86 54 34 34 106 28
0 24 19 20 25 23 15 22 18 25 15 17 16 20 22 18 21
24 0 23 16 24 18 15 18 21 19 17 21 17 16 17 24 24
19 23 0 22 17 17 15 15 18 18 17 17 19 20 18 23 25
20 16 22 0 25 18 17 18 21 19 15 20 21 17 17 19 16
25 24 17 25 0 20 19 24 24 15 24 25 20 16 19 20 19
23 18 17 18 20 0 22 20 17 22 22 17 15 19 15 20 21
15 15 15 17 19 22 0 15 23 21 20 21 24 15 22 15 17
22 18 15 18 24 20 15 0 24 18 16 18 22 20 23 20 23
18 21 18 21 24 17 23 24 0 19 22 16 24 20 19 15 21
25 19 18 19 15 22 21 18 19 0 16 18 20 23 24 20 17
15 17 17 15 24 22 20 16 22 16 0 20 19 23 16 19 25
17 21 17 20 25 17 21 18 16 18 20 0 20 19 17 16 25
16 17 19 21 20 15 24 22 24 20 19 20 0 17 19 22 17
20 16 20 17 16 19 15 20 20 23 23 19 17 0 15 16 24
22 17 18 17 19 15 22 23 19 24 16 17 19 15 0 23 21
18 24 23 19 20 20 15 20 15 20 19 16 22 16 23 0 15
21 24 25 16 19 21 17 23 21 17 25 25 17 24 21 15 0
