16
16
1 27 21 2 25 9 4 22 30 23 23 18 32 2 4 2
0 18 24 23 17 20 24 22 25 24 16 24 15 22 19 23 18 18
18 0 22 23 23 22 21 25 17 18 25 17 23 21 15 25 16 17
24 22 0 24 15 19 15 19 22 24 21 21 21 24 22 17 20 16
23 23 24 0 15 17 22 18 19 25 21 25 19 21 23 21 24 20
17 23 15 15 0 23 24 21 24 18 20 25 15 19 24 25 17 20
20 22 19 17 23 0 23 24 24 16 25 18 25 24 19 19 16 16
24 21 15 22 24 23 0 22 25 22 16 20 16 21 17 15 19 21
22 25 19 18 21 24 22 0 21 16 15 24 24 15 21 24 20 23
25 17 22 19 24 24 25 21 0 19 23 18 15 19 15 16 16 24
24 18 24 25 18 16 22 16 19 0 23 15 18 21 19 24 19 17
16 25 21 21 20 25 16 15 23 23 0 15 20 20 20 17 21 21
24 17 21 25 25 18 20 24 18 15 15 0 22 23 21 25 24 25
15 23 21 19 15 25 16 24 15 18 20 22 0 23 16 24 23 19
22 21 24 21 19 24 21 15 19 21 20 23 23 0 21 25 18 19
19 15 22 23 24 19 17 21 15 19 20 21 16 21 0 21 19 23
23 25 17 21 25 19 15 24 16 24 17 25 24 25 21 0 19 23
18 16 20 24 17 16 19 20 16 19 21 24 23 18 19 19 0 20
18 17 16 20 20 16 21 23 24 17 21 25 19 19 23 23 20 0
