17
17
21 7 2 29 9 26 32 21 10 22 17 17 27 2 9 4 17
0 15 16 16 20 17 25 19 19 24 18 24 15 24 25 17 21 25 21
15 0 23 20 23 22 23 19 15 15 20 22 20 21 21 23 17 23 17
16 23 0 18 18 15 17 20 17 17 23 23 20 23 25 23 17 22 21
16 20 18 0 23 20 24 20 20 22 17 21 22 25 23 18 22 19 22
20 23 18 23 0 23 23 20 25 22 22 20 24 23 22 22 25 18 20
17 22 15 20 23 0 17 24 19 22 19 19 23 23 23 23 25 24 24
25 23 17 24 23 17 0 21 19 18 22 23 20 25 24 16 20 15 18
19 19 20 20 20 24 21 0 16 15 24 25 15 19 24 18 25 16 23
19 15 17 20 25 19 19 16 0 17 19 18 18 15 21 15 15 20 20
24 15 17 22 22 22 18 15 17 0 17 18 25 15 16 16 16 15 15
18 20 23 17 22 19 22 24 19 17 0 15 20 19 17 17 17 23 15
24 22 23 21 20 19 23 25 18 18 15 0 21 24 15 18 17 15 15
15 20 20 22 24 23 20 15 18 25 20 21 0 20 24 25 16 19 20
24 21 23 25 23 23 25 19 15 15 19 24 20 0 22 15 19 22 23
25 21 25 23 22 23 24 24 21 16 17 15 24 22 0 24 15 19 21
17 23 23 18 22 23 16 18 15 16 17 18 25 15 24 0 24 17 22
21 17 17 22 25 25 20 25 15 16 17 17 16 19 15 24 0 18 16
25 23 22 19 18 24 15 16 20 15 23 15 19 22 19 17 18 0 25
21 17 21 22 20 24 18 23 20 15 15 15 20 23 21 22 16 25 0
