15
15
110 128 89 64 17 109 60 25 103 131 96 95 36 75 44
0 22 24 20 19 17 17 25 15 20 23 22 24 16 20 23 24
22 0 15 21 17 22 21 17 17 18 15 16 17 23 24 16 21
24 15 0 16 19 18 25 18 21 16 19 18 21 19 20 15 18
20 21 16 0 15 21 15 21 22 17 15 18 21 16 24 15 16
19 17 19 15 0 24 18 18 20 15 16 17 23 15 23 16 24
17 22 18 21 24 0 22 23 18 21 16 21 18 25 16 24 17
17 21 25 15 18 22 0 17 24 15 15 19 23 25 24 17 19
25 17 18 21 18 23 17 0 24 15 16 21 18 17 24 23 15
15 17 21 22 20 18 24 24 0 20 25 23 24 24 16 20 16
20 18 16 17 15 21 15 15 20 0 24 20 22 18 21 18 24
23 15 19 15 16 16 15 16 25 24 0 15 21 24 20 15 21
22 16 18 18 17 21 19 21 23 20 15 0 16 18 18 22 19
24 17 21 21 23 18 23 18 24 22 21 16 0 20 16 19 25
16 23 19 16 15 25 25 17 24 18 24 18 20 0 19 16 23
20 24 20 24 23 16 24 24 16 21 20 18 16 19 0 15 15
23 16 15 15 16 24 17 23 20 18 15 22 19 16 15 0 21
24 21 18 16 24 17 19 15 16 24 21 19 25 23 15 21 0
