16
16
25 78 74 16 51 12 48 15 5 78 3 25 24 92 16 62
0 21 21 15 19 23 22 21 19 22 20 24 18 23 17 19 17 16
21 0 24 19 23 24 17 19 16 16 25 20 22 23 16 20 21 20
21 24 0 24 25 18 23 22 22 23 19 15 23 15 16 21 25 25
15 19 24 0 15 24 22 20 18 20 16 18 24 18 18 17 23 22
19 23 25 15 0 16 16 20 23 22 16 19 23 19 16 23 20 23
23 24 18 24 16 0 18 24 23 24 19 22 16 24 21 20 24 18
22 17 23 22 16 18 0 19 17 18 17 15 24 25 19 22 16 16
21 19 22 20 20 24 19 0 25 17 17 15 16 23 25 21 23 19
19 16 22 18 23 23 17 25 0 23 18 18 25 24 21 24 19 22
22 16 23 20 22 24 18 17 23 0 22 25 25 20 16 20 24 16
20 25 19 16 16 19 17 17 18 22 0 22 24 25 20 18 18 15
24 20 15 18 19 22 15 15 18 25 22 0 19 16 18 20 17 20
18 22 23 24 23 16 24 16 25 25 24 19 0 21 15 16 17 18
23 23 15 18 19 24 25 23 24 20 25 16 21 0 15 24 25 23
17 16 16 18 16 21 19 25 21 16 20 18 15 15 0 24 25 16
19 20 21 17 23 20 22 21 24 20 18 20 16 24 24 0 15 16
17 21 25 23 20 24 16 23 19 24 18 17 17 25 25 15 0 25
16 20 25 22 23 18 16 19 22 16 15 20 18 23 16 16 25 0
