19
19
27 22 44 38 61 41 54 68 28 35 44 51 64 10 36 25 6 51 17
0 18 19 16 21 22 17 16 16 15 21 23 19 15 18 23 23 20 19 17 16
18 0 19 18 15 25 19 19 18 17 19 19 25 20 16 24 20 25 21 23 18
19 19 0 17 18 22 19 16 23 19 15 19 24 19 23 18 21 21 24 19 21
16 18 17 0 22 17 18 19 19 15 16 15 22 25 19 23 23 25 22 20 17
21 15 18 22 0 25 18 16 21 18 25 25 22 19 17 20 21 24 20 25 23
22 25 22 17 25 0 18 20 16 15 18 19 24 24 18 16 20 17 19 22 15
17 19 19 18 18 18 0 15 20 16 19 25 20 15 20 19 20 17 25 21 24
16 19 16 19 16 20 15 0 25 16 19 24 18 22 19 17 19 21 24 17 20
16 18 23 19 21 16 20 25 0 24 15 20 15 22 17 20 20 19 24 16 22
15 17 19 15 18 15 16 16 24 0 18 21 18 16 15 15 15 17 24 25 17
21 19 15 16 25 18 19 19 15 18 0 24 15 23 22 24 18 20 15 16 23
23 19 19 15 25 19 25 24 20 21 24 0 19 21 25 18 22 18 18 22 21
19 25 24 22 22 24 20 18 15 18 15 19 0 22 15 18 21 22 18 25 21
15 20 19 25 19 24 15 22 22 16 23 21 22 0 18 22 18 15 15 19 19
18 16 23 19 17 18 20 19 17 15 22 25 15 18 0 18 23 18 18 21 19
23 24 18 23 20 16 19 17 20 15 24 18 18 22 18 0 17 20 15 20 24
23 20 21 23 21 20 20 19 20 15 18 22 21 18 23 17 0 16 24 21 25
20 25 21 25 24 17 17 21 19 17 20 18 22 15 18 20 16 0 25 15 22
19 21 24 22 20 19 25 24 24 24 15 18 18 15 18 15 24 25 0 21 16
17 23 19 20 25 22 21 17 16 25 16 22 25 19 21 20 21 15 21 0 21
16 18 21 17 23 15 24 20 22 17 23 21 21 19 19 24 25 22 16 21 0
