15
15
111 77 88 72 14 80 104 65 35 56 82 93 92 31 120
0 18 24 23 17 20 24 22 25 24 16 24 15 22 19 23 18
18 0 18 22 23 23 22 21 25 17 18 25 17 23 21 15 25
24 18 0 16 17 24 15 19 15 19 22 24 21 21 21 24 22
23 22 16 0 17 20 16 15 17 22 18 19 25 21 25 19 21
17 23 17 17 0 23 21 24 20 23 24 21 24 18 20 25 15
20 23 24 20 23 0 19 24 25 17 20 23 24 24 16 25 18
24 22 15 16 21 19 0 25 24 19 19 16 16 22 25 22 16
22 21 19 15 24 24 25 0 20 16 21 17 15 19 21 21 16
25 25 15 17 20 25 24 20 0 15 24 24 15 21 24 20 23
24 17 19 22 23 17 19 16 15 0 19 23 18 15 19 15 16
16 18 22 18 24 20 19 21 24 19 0 16 24 23 15 18 21
24 25 24 19 21 23 16 17 24 23 16 0 19 24 19 17 15
15 17 21 25 24 24 16 15 15 18 24 19 0 20 20 20 17
22 23 21 21 18 24 22 19 21 15 23 24 20 0 21 21 22
19 21 21 25 20 16 25 21 24 19 15 19 20 21 0 23 21
23 15 24 19 25 25 22 21 20 15 18 17 20 21 23 0 25
18 25 22 21 15 18 16 16 23 16 21 15 17 22 21 25 0
