18
18
4 2 3 1 3 2 4 1 2 1 4 2 1 2 4 4 2 4
0 17 24 16 19 16 22 22 22 25 21 18 16 22 15 21 21 24 15 22
17 0 19 18 24 16 20 15 15 15 25 23 15 21 25 18 21 15 23 18
24 19 0 22 22 23 18 20 18 25 18 22 19 15 21 23 25 16 17 25
16 18 22 0 19 16 20 23 21 23 25 18 19 19 24 22 23 21 24 15
19 24 22 19 0 22 18 21 21 25 17 20 23 25 20 16 22 25 23 16
16 16 23 16 22 0 17 23 21 20 22 15 22 15 19 24 24 24 21 25
22 20 18 20 18 17 0 17 17 23 18 15 18 23 23 18 21 23 20 24
22 15 20 23 21 23 17 0 20 22 19 25 23 24 15 21 23 17 23 23
22 15 18 21 21 21 17 20 0 18 21 15 22 20 24 23 18 23 21 22
25 15 25 23 25 20 23 22 18 0 20 21 20 15 23 23 24 24 20 22
21 25 18 25 17 22 18 19 21 20 0 24 15 18 25 17 23 24 17 16
18 23 22 18 20 15 15 25 15 21 24 0 23 19 15 25 16 16 15 22
16 15 19 19 23 22 18 23 22 20 15 23 0 15 19 18 19 16 24 17
22 21 15 19 25 15 23 24 20 15 18 19 15 0 20 19 16 17 17 19
15 25 21 24 20 19 23 15 24 23 25 15 19 20 0 23 17 25 19 25
21 18 23 22 16 24 18 21 23 23 17 25 18 19 23 0 19 22 20 22
21 21 25 23 22 24 21 23 18 24 23 16 19 16 17 19 0 22 16 15
24 15 16 21 25 24 23 17 23 24 24 16 16 17 25 22 22 0 19 21
15 23 17 24 23 21 20 23 21 20 17 15 24 17 19 20 16 19 0 20
22 18 25 15 16 25 24 23 22 22 16 22 17 19 25 22 15 21 20 0
