13
13
7 4 37 42 4 18 38 15 44 7 34 9 18
0 15 16 16 20 17 25 19 19 24 18 24 15 24 25
15 0 17 21 25 21 23 20 23 22 23 19 15 15 20
16 17 0 22 20 21 21 23 17 23 17 18 18 15 17
16 21 22 0 20 17 17 23 23 20 23 25 23 17 22
20 25 20 20 0 21 23 20 24 20 20 22 17 21 22
17 21 21 17 21 0 25 23 18 22 19 22 23 23 20
25 23 21 17 23 25 0 25 22 22 20 24 23 22 22
19 20 23 23 20 23 25 0 25 18 20 17 24 19 22
19 23 17 23 24 18 22 25 0 19 19 23 23 23 23
24 22 23 20 20 22 22 18 19 0 25 24 24 21 19
18 23 17 23 20 19 20 20 19 25 0 18 22 23 20
24 19 18 25 22 22 24 17 23 24 18 0 25 24 16
15 15 18 23 17 23 23 24 23 24 22 25 0 20 15
24 15 15 17 21 23 22 19 23 21 23 24 20 0 18
25 20 17 22 22 20 22 22 23 19 20 16 15 18 0
