15
15
43 115 103 72 36 111 72 107 92 98 60 39 22 46 39
0 20 17 21 25 15 16 23 16 20 24 15 23 18 15 16 21
20 0 21 16 18 16 23 21 15 24 16 18 25 25 24 15 24
17 21 0 24 21 15 18 15 23 17 19 21 17 23 16 24 19
21 16 24 0 23 25 17 16 24 24 25 18 20 16 23 16 24
25 18 21 23 0 15 24 18 22 25 23 21 20 22 24 22 20
15 16 15 25 15 0 19 18 17 18 16 24 19 23 22 20 22
16 23 18 17 24 19 0 19 24 16 16 23 21 17 20 17 22
23 21 15 16 18 18 19 0 21 15 25 16 23 24 20 20 20
16 15 23 24 22 17 24 21 0 24 22 24 22 16 16 19 22
20 24 17 24 25 18 16 15 24 0 25 16 15 19 25 24 25
24 16 19 25 23 16 16 25 22 25 0 22 19 21 25 20 15
15 18 21 18 21 24 23 16 24 16 22 0 22 20 17 24 16
23 25 17 20 20 19 21 23 22 15 19 22 0 22 15 18 19
18 25 23 16 22 23 17 24 16 19 21 20 22 0 17 18 21
15 24 16 23 24 22 20 20 16 25 25 17 15 17 0 21 22
16 15 24 16 22 20 17 20 19 24 20 24 18 18 21 0 16
21 24 19 24 20 22 22 20 22 25 15 16 19 21 22 16 0
