20
20
68 25 41 74 24 36 44 83 11 80 45 76 17 54 38 67 35 60 45 82
0 18 24 23 17 20 24 22 25 24 16 24 15 22 19 23 18 18 22 23 23 22
18 0 21 25 17 18 25 17 23 21 15 25 16 17 24 15 19 15 19 22 24 21
24 21 0 21 21 24 22 17 20 16 15 17 22 18 19 25 21 25 19 21 23 21
23 25 21 0 24 20 23 24 21 24 18 20 25 15 19 24 25 17 20 23 24 24
17 17 21 24 0 16 25 18 25 24 19 19 16 16 22 25 22 16 20 16 21 17
20 18 24 20 16 0 15 19 21 21 16 15 24 24 15 21 24 20 23 19 23 18
24 25 22 23 25 15 0 15 19 15 16 16 24 23 15 18 21 19 24 19 17 15
22 17 17 24 18 19 15 0 20 20 20 17 21 21 22 23 21 25 24 25 23 16
25 23 20 21 25 21 19 20 0 24 23 19 21 25 18 19 21 19 23 19 23 20
24 21 16 24 24 21 15 20 24 0 15 21 24 20 15 21 24 24 25 17 15 25
16 15 15 18 19 16 16 20 23 15 0 25 20 22 20 25 20 24 19 22 15 24
24 25 17 20 19 15 16 17 19 21 25 0 15 25 15 20 19 25 22 19 24 24
15 16 22 25 16 24 24 21 21 24 20 15 0 20 17 20 17 20 20 24 19 19
22 17 18 15 16 24 23 21 25 20 22 25 20 0 21 16 15 24 25 17 19 23
19 24 19 19 22 15 15 22 18 15 20 15 17 21 0 18 25 19 18 20 17 25
23 15 25 24 25 21 18 23 19 21 25 20 20 16 18 0 21 25 16 16 24 20
18 19 21 25 22 24 21 21 21 24 20 19 17 15 25 21 0 20 25 18 22 17
18 15 25 17 16 20 19 25 19 24 24 25 20 24 19 25 20 0 16 20 25 18
22 19 19 20 20 23 24 24 23 25 19 22 20 25 18 16 25 16 0 24 22 19
23 22 21 23 16 19 19 25 19 17 22 19 24 17 20 16 18 20 24 0 18 16
23 24 23 24 21 23 17 23 23 15 15 24 19 19 17 24 22 25 22 18 0 15
22 21 21 24 17 18 15 16 20 25 24 24 19 23 25 20 17 18 19 16 15 0
