17
17
62 113 106 126 10 57 108 114 64 110 56 128 49 9 10 66 65
0 18 19 16 21 22 17 16 16 15 21 23 19 15 18 23 23 20 19
18 0 17 16 19 18 15 25 19 19 18 17 19 19 25 20 16 24 20
19 17 0 25 21 23 18 17 18 22 19 16 23 19 15 19 24 19 23
16 16 25 0 18 21 21 24 19 21 22 17 18 19 19 15 16 15 22
21 19 21 18 0 25 19 23 23 25 22 20 17 25 18 16 21 18 25
22 18 23 21 25 0 25 22 19 17 20 21 24 20 25 23 18 20 16
17 15 18 21 19 25 0 15 18 19 24 24 18 16 20 17 19 22 15
16 25 17 24 23 22 15 0 15 20 16 19 25 20 15 20 19 20 17
16 19 18 19 23 19 18 15 0 25 21 24 25 16 19 24 18 22 19
15 19 22 21 25 17 19 20 25 0 17 19 21 24 17 20 24 15 20
21 18 19 22 22 20 24 16 21 17 0 15 22 17 20 20 19 24 16
23 17 16 17 20 21 24 19 24 19 15 0 22 18 21 18 16 15 15
19 19 23 18 17 24 18 25 25 21 22 22 0 15 17 24 25 17 24
15 19 19 19 25 20 16 20 16 24 17 18 15 0 15 23 22 24 18
18 25 15 19 18 25 20 15 19 17 20 21 17 15 0 20 15 16 23
23 20 19 15 16 23 17 20 24 20 20 18 24 23 20 0 19 21 25
23 16 24 16 21 18 19 19 18 24 19 16 25 22 15 19 0 18 22
20 24 19 15 18 20 22 20 22 15 24 15 17 24 16 21 18 0 18
19 20 23 22 25 16 15 17 19 20 16 15 24 18 23 25 22 18 0
