15
15
22 43 55 8 13 19 90 29 6 74 82 69 78 88 10
0 21 21 15 19 23 22 21 19 22 20 24 18 23 17 19 17
21 0 16 24 19 23 24 17 19 16 16 25 20 22 23 16 20
21 16 0 21 20 24 25 18 23 22 22 23 19 15 23 15 16
15 24 21 0 21 25 25 15 24 22 20 18 20 16 18 24 18
19 19 20 21 0 18 17 23 22 16 16 20 23 22 16 19 23
23 23 24 25 18 0 19 16 23 20 23 18 24 23 24 19 22
22 24 25 25 17 19 0 16 24 21 20 24 18 19 17 18 17
21 17 18 15 23 16 16 0 15 24 25 19 22 16 16 25 17
19 19 23 24 22 23 24 15 0 17 15 16 23 25 21 23 19
22 16 22 22 16 20 21 24 17 0 23 18 18 25 24 21 24
20 16 22 20 16 23 20 25 15 23 0 19 22 22 25 25 20
24 25 23 18 20 18 24 19 16 18 19 0 16 20 24 16 22
18 20 19 20 23 24 18 22 23 18 22 16 0 24 25 20 18
23 22 15 16 22 23 19 16 25 25 22 20 24 0 18 15 19
17 23 23 18 16 24 17 16 21 24 25 24 25 18 0 16 18
19 16 15 24 19 19 18 25 23 21 25 16 20 15 16 0 20
17 20 16 18 23 22 17 17 19 24 20 22 18 19 18 20 0
