14
14
53 38 34 20 6 44 41 47 18 49 49 59 67 50
0 18 24 23 17 20 24 22 25 24 16 24 15 22 19 23
18 0 18 18 22 23 23 22 21 25 17 18 25 17 23 21
24 18 0 15 25 16 17 24 15 19 15 19 22 24 21 21
23 18 15 0 21 24 22 17 20 16 15 17 22 18 19 25
17 22 25 21 0 21 25 19 21 23 21 24 20 23 24 21
20 23 16 24 21 0 24 18 20 25 15 19 24 25 17 20
24 23 17 22 25 24 0 23 24 24 16 25 18 25 24 19
22 22 24 17 19 18 23 0 19 16 16 22 25 22 16 20
25 21 15 20 21 20 24 19 0 16 21 17 15 19 21 21
24 25 19 16 23 25 24 16 16 0 16 15 24 24 15 21
16 17 15 15 21 15 16 16 21 16 0 24 20 23 19 23
24 18 19 17 24 19 25 22 17 15 24 0 18 15 19 15
15 25 22 22 20 24 18 25 15 24 20 18 0 16 16 24
22 17 24 18 23 25 25 22 19 24 23 15 16 0 23 15
19 23 21 19 24 17 24 16 21 15 19 19 16 23 0 18
23 21 21 25 21 20 19 20 21 21 23 15 24 15 18 0
