15
15
135 93 40 130 125 39 17 49 5 36 88 99 31 77 90
0 18 20 21 17 18 15 16 17 18 23 18 21 25 15 22 22
18 0 22 21 22 24 18 21 16 22 18 15 19 23 21 22 21
20 22 0 16 25 19 16 16 21 24 21 16 25 15 20 18 16
21 21 16 0 22 25 23 18 24 17 24 16 23 15 22 18 17
17 22 25 22 0 24 22 24 22 19 23 20 21 17 17 24 16
18 24 19 25 24 0 23 20 20 25 22 23 24 18 19 17 20
15 18 16 23 22 23 0 23 19 23 25 16 23 23 18 20 18
16 21 16 18 24 20 23 0 15 19 20 18 19 15 21 19 21
17 16 21 24 22 20 19 15 0 19 21 17 25 21 16 17 25
18 22 24 17 19 25 23 19 19 0 15 18 17 19 16 15 21
23 18 21 24 23 22 25 20 21 15 0 20 17 24 21 18 17
18 15 16 16 20 23 16 18 17 18 20 0 21 24 22 21 21
21 19 25 23 21 24 23 19 25 17 17 21 0 16 24 16 19
25 23 15 15 17 18 23 15 21 19 24 24 16 0 16 15 16
15 21 20 22 17 19 18 21 16 16 21 22 24 16 0 25 16
22 22 18 18 24 17 20 19 17 15 18 21 16 15 25 0 23
22 21 16 17 16 20 18 21 25 21 17 21 19 16 16 23 0
