17
17
39 18 32 2 38 4 44 2 24 17 41 30 20 38 39 21 12
0 18 24 23 17 20 24 22 25 24 16 24 15 22 19 23 18 18 22
18 0 23 23 22 21 25 17 18 25 17 23 21 15 25 16 17 24 15
24 23 0 19 15 19 22 24 21 21 21 24 22 17 20 16 15 17 22
23 23 19 0 18 19 25 21 25 19 21 23 21 24 20 23 24 21 24
17 22 15 18 0 18 20 25 15 19 24 25 17 20 23 24 24 16 25
20 21 19 19 18 0 18 25 24 19 19 16 16 22 25 22 16 20 16
24 25 22 25 20 18 0 21 17 15 19 21 21 16 15 24 24 15 21
22 17 24 21 25 25 21 0 24 20 23 19 23 18 15 19 15 16 16
25 18 21 25 15 24 17 24 0 24 23 15 18 21 19 24 19 17 15
24 25 21 19 19 19 15 20 24 0 20 20 20 17 21 21 22 23 21
16 17 21 21 24 19 19 23 23 20 0 25 24 25 23 16 24 23 19
24 23 24 23 25 16 21 19 15 20 25 0 21 25 18 19 21 19 23
15 21 22 21 17 16 21 23 18 20 24 21 0 19 23 20 15 21 24
22 15 17 24 20 22 16 18 21 17 25 25 19 0 20 15 21 24 24
19 25 20 20 23 25 15 15 19 21 23 18 23 20 0 25 17 15 25
23 16 16 23 24 22 24 19 24 21 16 19 20 15 25 0 25 20 22
18 17 15 24 24 16 24 15 19 22 24 21 15 21 17 25 0 20 25
18 24 17 21 16 20 15 16 17 23 23 19 21 24 15 20 20 0 20
22 15 22 24 25 16 21 16 15 21 19 23 24 24 25 22 25 20 0
