12
12
45 103 9 53 115 20 3 38 55 99 54 112
0 18 24 23 17 20 24 22 25 24 16 24 15 22
18 0 19 23 18 18 22 23 23 22 21 25 17 18
24 19 0 25 17 23 21 15 25 16 17 24 15 19
23 23 25 0 15 19 22 24 21 21 21 24 22 17
17 18 17 15 0 20 16 15 17 22 18 19 25 21
20 18 23 19 20 0 25 19 21 23 21 24 20 23
24 22 21 22 16 25 0 24 21 24 18 20 25 15
22 23 15 24 15 19 24 0 19 24 25 17 20 23
25 23 25 21 17 21 21 19 0 24 24 16 25 18
24 22 16 21 22 23 24 24 24 0 25 24 19 19
16 21 17 21 18 21 18 25 24 25 0 16 16 22
24 25 24 24 19 24 20 17 16 24 16 0 25 22
15 17 15 22 25 20 25 20 25 19 16 25 0 16
22 18 19 17 21 23 15 23 18 19 22 22 16 0
