17
17
2 35 28 40 7 54 17 5 15 5 42 20 23 28 12 4 33
0 21 21 15 19 23 22 21 19 22 20 24 18 23 17 19 17 16 24
21 0 19 23 24 17 19 16 16 25 20 22 23 16 20 21 20 24 25
21 19 0 18 23 22 22 23 19 15 23 15 16 21 25 25 15 24 22
15 23 18 0 20 18 20 16 18 24 18 18 17 23 22 16 16 20 23
19 24 23 20 0 22 16 19 23 19 16 23 20 23 18 24 23 24 19
23 17 22 18 22 0 22 16 24 21 20 24 18 19 17 18 17 15 24
22 19 22 20 16 22 0 25 19 22 16 16 25 17 17 15 16 23 25
21 16 23 16 19 16 25 0 21 23 19 23 18 18 25 24 21 24 19
19 16 19 18 23 24 19 21 0 22 22 25 25 20 16 20 24 16 22
22 25 15 24 19 21 22 23 22 0 24 25 20 18 18 15 19 16 18
20 20 23 18 16 20 16 19 22 24 0 20 17 20 21 15 16 17 18
24 22 15 18 23 24 16 23 25 25 20 0 15 24 25 23 24 25 16
18 23 16 17 20 18 25 18 25 20 17 15 0 15 16 25 18 24 24
23 16 21 23 23 19 17 18 20 18 20 24 15 0 16 21 16 20 16
17 20 25 22 18 17 17 25 16 18 21 25 16 16 0 15 24 15 18
19 21 25 16 24 18 15 24 20 15 15 23 25 21 15 0 17 16 22
17 20 15 16 23 17 16 21 24 19 16 24 18 16 24 17 0 18 15
16 24 24 20 24 15 23 24 16 16 17 25 24 20 15 16 18 0 25
24 25 22 23 19 24 25 19 22 18 18 16 24 16 18 22 15 25 0
