14
14
16 109 9 15 93 93 45 64 7 22 30 18 7 11
0 15 16 16 20 17 25 19 19 24 18 24 15 24 25 17
15 0 21 25 21 23 20 23 22 23 19 15 15 20 22 20
16 21 0 21 21 23 17 23 17 18 18 15 17 20 17 17
16 25 21 0 23 23 20 23 25 23 17 22 21 23 20 24
20 21 21 23 0 20 20 22 17 21 22 25 23 18 22 19
17 23 23 23 20 0 22 23 23 20 25 22 22 20 24 23
25 20 17 20 20 22 0 22 22 25 18 20 17 24 19 22
19 23 23 23 22 23 22 0 19 19 23 23 23 23 25 24
19 22 17 25 17 23 22 19 0 24 21 19 18 22 23 20
24 23 18 23 21 20 25 19 24 0 25 24 16 20 15 18
18 19 18 17 22 25 18 23 21 25 0 16 15 24 25 15
24 15 15 22 25 22 20 23 19 24 16 0 19 24 18 25
15 15 17 21 23 22 17 23 18 16 15 19 0 16 23 17
24 20 20 23 18 20 24 23 22 20 24 24 16 0 19 18
25 22 17 20 22 24 19 25 23 15 25 18 23 19 0 18
17 20 17 24 19 23 22 24 20 18 15 25 17 18 18 0
