11
11
2 3 2 3 4 3 3 4 3 2 4
0 15 16 16 20 17 25 19 19 24 18 24 15
15 0 24 25 17 21 25 21 23 20 23 22 23
16 24 0 19 15 15 20 22 20 21 21 23 17
16 25 19 0 23 17 18 18 15 17 20 17 17
20 17 15 23 0 23 23 20 23 25 23 17 22
17 21 15 17 23 0 21 23 20 24 20 20 22
25 25 20 18 23 21 0 17 21 22 25 23 18
19 21 22 18 20 23 17 0 22 19 22 23 23
19 23 20 15 23 20 21 22 0 20 25 22 22
24 20 21 17 25 24 22 19 20 0 20 24 23
18 23 21 20 23 20 25 22 25 20 0 22 22
24 22 23 17 17 20 23 23 22 24 22 0 25
15 23 17 17 22 22 18 23 22 23 22 25 0
